overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime
2,,False,2018-02-08,A3QLR3T0J3SD8D,B000062VUQ,{'Size:': ' 3-piece'},Daniel,I read many reviews and checked many sources for product feedback. Seemed pretty good. Purchased from Best Buy. I have been having an issue with the volume control being overly sensitive and now the sub woofer is blown. This is adult owned and hardly used. I guess it only has a one year warranty. Klipsch (Chris) would do nothing for me but offer to me to pay for replacement parts and fix it myself totaling $50. It is not even worth it for a $150 speaker set. Will throw this in the trash and go with something of much higher quality next time. I also have a home theater set up with all Klipsch speakers (9.2).,Poor Quality,1518048000.0
1,11.0,True,2018-01-28,A15IVOOC8X16BT,B000062VUQ,{'Size:': ' 3-piece'},Kayla,"####------[Review Update: March 12th, 2018]-----####

Well this is a bummer, this second set i ordered to replace the first set that was defective seems to be showing signs of failure already after putting it through hours of testing and use over the course of a few weeks. The Bass knob has developed a lot of play in it, almost wobbly feeling. The left speaker has developed a hiss that changes in frequency from low to high and will drive you nuts when trying to sleep. I checked my power in the house for grounding issues and what not, everything is wired correctly. The other set i returned before this never made any hissing noise but it did have the issue where the speaker channels were wired wrong and reversed.

I tried the speaker set at a family members house and my neighbors house and it was still noisy and hissing. Also the subwoofer gets so hot that it will borderline burn your fingers. No Joke! If you have small children, i suggest you not let them near the back of the subwoofer unit where the amplifier is housed. To top things off, where it gets so hot it puts off a burnt electrical odor that smells terrible in the small room it was placed in.

This product really seems to be plagued by very poor QC and it uses Very Very cheap components inside. I looked at the electronics enclosed and it's just the cheapest of the cheap straight out of China. Since it has Klipsch branding on it, you get the privilege of paying a extra $100 on what should be a $50 set of speakers.

Sending these back and going with something else sadly. I will not buy anything made by Klipsch again due to the poor quality and for having the nerve to slap $150 price tag on something that clearly should be no more than $50. Adjusting my final review to 1 star and will not be ordering a third set. I gave them two shots and they failed me both times. The old third time is a charm saying doesn't work with me.

I hate to say it and you're free to do as you please with your money but heed my advice and spend your hard earned money on something that has good or at least decent quality because if you're buying these then you're flushing your money down the drain. On that note i leave you with this summary.....

planned obsolescence
pland bslesns/
noun
noun: planned obsolescence

  a policy of producing consumer goods that rapidly become obsolete and so require replacing, achieved by frequent changes in design, termination of the supply of spare parts, and the use of nondurable materials.  ####-------[End Review Update]--------####

####-----[Review Update: February 24th, 2018]-------####
Finally got around to getting another set of these speakers. This new set is wired correctly with no swapped left and right channels. The manufacture date on the box is dated June 2017. They even seem to have a slightly better sound than the defective pair i sent back. Only time will tell how long these hold up. I'm pretty happy at the moment as they sound pretty damn good for computer speakers. I give it a solid 4 stars now and knocked 1 star off for time lost dealing with the return process of the defective set i sent back. I will update if any other oddities may arise.  ####------[End Review Update]-------####

####--------[Original Review]---------####

Defective product from seller Audio Plaza, this was a 5 star but i have since updated my review as i just now noticed after reading other reviews and through my own testing that the left and right sound channels are swapped and not wired correctly and i traced it to to the volume control box thats mounted to the right speaker where you control the volume and bass levels. Inside the volume control box are two wires that go to the 3.5mm male jack that you plug into your computer or any device with a 3.5mm female input, these two wires are crossed and can only be fixed by resoldering the wires to their correct solder points on the board in the volume control box.

I can ghetto fix the speaker issue by just switching the speakers wires to the opposite channels on the subwoofer but the headphones connection on the controller box does the same thing and can not be ghetto fixed without voiding the warranty due to soldering being involved to properly fix it. If i was past warranty i would have fixed it myself as i would have no choice by then. Since it's still within the return window, i will send them back and try another pair. I will update this to show how the new set works and if the issue has been resolved.

I think some of these sellers on here are getting these defective sets on the cheap and selling them full price on Amazon or could just be a bad batch considering they are manufactured in China where QC is basically nonexistent. Check your speakers though as this is something very easy to overlook like i did initially. I mean who the heck would think you would get a defect like this from a brand like Klipsch?

Beware future buyers and check for this issue by adjusting your sound balance from left to right in Windows or your OS of choice. In my case by adjusting the balance, it revealed that right was left and left was right and it was the same with headphones plugged into the speakers headphone jack. The manufacture date sticker on the box was dated March 2017. Could just be a bad batch but makes you wonder when dealing with third party sellers.

The speakers sounded great and functioned well besides the issue i listed above and is why i didn't notice the issue until messing with some EQ settings and adjusting the balance. Afterwards i did some digging and found other reviews with the same issue on here. bummer. i will be sending them back sadly as they sound great otherwise. Hope this has been of help to someone.",Defective: Speaker Channel Issues/Poor QC...,1517097600.0
5,,True,2018-01-06,A7KRW88VB0GKH,B000062VUQ,{'Size:': ' 3-piece'},Michael T Corbett,"I bought this set of speakers once before and as the last time, this is the best 2.1 set of speakers for a gaming computer there is. Great sound quality, from the lower to the high tones, bass is outstanding. Easy to install, comes complete with everything you need. I would recommend this item to anyone needing a 2.1 speaker system. Item arrived on time and in a very secure package. I sold my last computer system to a friend and I just built my new rig and this was the speaker system for me.","I bought this set of speakers once before and as the last time, this is the best 2.1 set of speakers for a gaming computer there",1515196800.0
2,5.0,True,2017-09-20,A2UV92DEW0LWMS,B000062VUQ,{'Size:': ' 3-piece'},VinceR,"These really sounded nice for about 2.5 weeks, but then died in a 1 minute span - one channel, then the other, then loud popping sounds coming out of them. (usually used them at about 20% capacity)  Never was able to get them to amplify input signals again. I talked to Tech Support, but once they found out I got them from West Audio, who is not an authorized retailer, they closed my ticket.  So, get a warranty.","Sounded nice, but failed in a hurry",1505865600.0
2,,True,2016-09-20,A3T382GLVZNRDG,B000062VUQ,{'Size:': ' 3-piece'},jm2,"This Klipsch speaker set replaced a set of promptly returned Logitech Z623 speakers. These aren't much better, unfortunately. I've already sent them back once for warranty replacement. First set had an intermittent issue where peaks in audio caused a loud popping sound. So quality control is strike one. Sound is muddy. If the highs were a bit more prominent it would balance the sound out. No EQ to accomplish this. Sound quality is strike two. If these were a little bit cheaper I'd give them 3 stars, but they're on the expensive end for a basic 2.1 speaker system, so price is strike three. Had I not already been through this with a couple of other brand's models, I would have probably returned these as well, but I was tired of dealing with sending stuff back so I kept these out of exhaustion more than contentment with my purchase.","Already warrantied one set, sound is underwhelming, only marginally better than comparable Logitech Z623 speakers",1474329600.0
1,,True,2016-04-07,A1M76R9A4NXPL1,B000062VUQ,{'Size:': ' 3-piece'},evan22,bought 4 of these. yes 4 from different distributors and all but the last one had issues ranging from complete failure to one of the speakers going out to a broken cable. i finally decided to buy from best buy in store and got the 2 year warranty with them. i love the kilpsch brand and have a few grand worth of there products but this one has some serious quality control issues. also the 3.5mm jack/cord is built into the unit which i think is a poor design choice as i have had my last set of premium computer speakers for over 10 years and i replaced that cord 3 or 4 times because it might get pushed to close to the wall or kicked if it's under the desk. it's one of the best sets of computer speakers you can get apart from getting av receiver and building your own which i also have done but this was a gift and as someone new to the kilpsch experience having all these problems isn't great for there image i've been a customer of theirs for 12 years and my main setup is a 7.1 surround that is sublime. enjoy your purchace and good luck on the crap shoot. lol,both the best and the worst,1459987200.0
1,2.0,False,2016-03-10,A2ZY5GC3TM1P6G,B000062VUQ,{'Size:': ' 3-piece'},Andrew,"This speakers sound AMAZING and then they break just out of warranty.

They lasted 18 months with very minimal use before the sub just stopped working one day. The Altec Lansing speakers that I bought for the same price in 2000, the ones that went to college with me and were overdrawn fire parties, the ones that became my kitchen speakers, will be taking their place back in the office. 16 years out of those and Klipsch couldn't get me to 2.

Support at Klipsch took a week to respond and all they said was that I can pay $30 for a new part that ""might be"" the problem.

No thanks. I think I'll buy speakers that handle being used 50 times in 18 months instead.",This speakers sound AMAZING and then they break just out of warranty.,1457568000.0
4,,False,2017-07-27,A2EDTVVR9IFNLW,B0000631YQ,{'Color:': ' silver'},Doug Hibbard,"This stand works nicely for supporting my tablet. It rotates easily, but it clicks into place to prevent accidental rotation. The angle of the stand is harder to change, which would be fine if it had a more secure adhesive. It's best used for one device, instead of removing and resticking to different devices. The adhesive is all right, but it's not great. It has already unstuck once unexpectedly.

This is a nice stand and easy to use, but the adhesive is less than extraordinary. I would recommend only if you intend to use it for one device to increase the lifespan of the adhesive.","Great Stand, Mediocre Adhesive",1501113600.0
4,,False,2017-07-05,A37FFWZUGO8L7W,B0000631YQ,{'Color:': ' silver'},Francis Tapon,"Buyer beware. This seems like a re-release of&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Lynktec-Multi-Angle-Portable-Stand-for-iPad-Tablets-and-E-readers/dp/B00VRA1D76/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Lynktec Multi-Angle Portable Stand for iPad, Tablets and E-readers</a>, which had only 3.3 stars out of 5: pretty mediocre.

I don't have their earlier model to compare, but it seems that little (and perhaps nothing) has changed from the previous model.
The video is basically the same. The photos and specs are the same. Therefore, I'm not sure what's improved.

So why 4 stars?

Because it works for me . . . so far.

One of the common complaints in the previous model is that after a while, the stand no longer sticks to the back of the tablet.

Some may complain that it adds too much weight to your svelte/sexy tablet.
Lynktec clearly states that their purpose was to create a HEAVY DUTY and STURDY stand to compete with all the flimsy, unreliable stands out there.
So you have to accept their design choice. If you dislike the weight, then take your chances on cheaper, flimsy alternatives.

Lastly, Amazon's return policy and Lynktec's one-year warranty should help you take the chance if you're on the fence.

However, check out the reviews of the previous model since, at the moment, I'm the only reviewer for their new model.",It's Unclear If It Will Overcome the Weaknesses of the Previous Model,1499212800.0
5,,True,2016-08-27,A1CY2C24OEO04D,B0000631YQ,{'Color:': ' metallic-o23'},GammaKnife88,"This is the best multi SD card holder I have used yet, so far have taken this on three trips (twice in States) and once abroad, have used this for the past 4 months and it is holding up well. Can hold 12 SD cards securely. Easy to open and close. Highly recommend this if you need a compact convenient place to store your SD cards at home or on the road.",This is the best multi SD card holder I have used yet,1472256000.0
3,,False,2017-02-14,A137P9LQ5S70PQ,B000063EKE,{'Style Name:': ' First Edition'},Morgan Gassman,"Bought elsewhere. I have 2-8x ,1-12x. Love them,after a few years rubber rotted off the pair I use most often. I used rubber cement to leather cover them as Steiner doesn't warranty the rubber. Disappointed only about the rubber.",Warranty,1487030400.0
1,,False,2016-09-05,A1CV8RAOAKRBBL,B000065BPB,,Anarchy84,These were recommended to me by a couple friends who are into pro level audio so I thought they would be good. Though I bought them a while back I've used them super lightly and only on a few occasions. They are still in like-new shape but now the volume is dropping randomly in the left ear. It'll fade out slowly until nothing is coming from that speaker. Then after a while the sound will come back. At first I thought it was an issue with my computer or the software I was using. But those have all been ruled out. And now I'm screwed because I'm out of warranty. I wish I had used them more heavily when I first bought them and maybe the problem would have presented itself sooner.,These were recommended to me by a couple friends who are into ...,1473033600.0
5,,True,2016-05-11,A39KQ86GY5CQX,B0000665V1,,Chris,"Build quality is good, and cord is reasonably priced. I actually bought this so that I could cut it in half and use the tip with my battery (<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/ExpertPower-EXP12180-12-Volt-18-Ah-Rechargeable-Battery-with-Nuts-and-Bolts/dp/B00A82A3RK/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">ExpertPower EXP12180 12 Volt 18 Ah Rechargeable Battery with Nuts and Bolts</a>, to ensure that it worked correctly with my Nexstar 8se. This served the purpose well.","Build quality is good, and cord is reasonably priced",1462924800.0
3,,True,2016-02-04,A2O3TZHRDJ7XR4,B0000665V1,,Richard S.,"Yes, it fits the power connection on Celestron NexStar scopes like C4 SE and C8 SE. But the ""securing screw"" head is nearly impossible to turn with human fingers! Can't get it to secure on either my C4 SE or my C8 SE. The problem is that if it is not secured then any movement by the rotating base of the scope (or any other accidental tug on the cable) results in the plug coming out and the scope powering off. AAAARGH ! Celestron, you can do better !",Plug for power works... but securing screw does not,1454544000.0
5,,True,2018-01-25,ABKHWM6FEYFJ6,B0000668YX,"{'Size:': ' Single Outlet', 'style name:': ' 885 Joules'}",Joseph Reagan,Had a microwave that got zapped when I had a power surge in my home. Never thought to put a surge protector on that. So thanks to this awesome surge protector I can now feel safe to know that my new microwave is safe and secure. Great product and great seller. Fast and easy shipping. Will by from again. A++++,No surge for my microwave now .,1516838400.0
2,3.0,False,2017-12-28,AKZBRL53HOUUE,B0000668YX,"{'Size:': ' 6-Outlet', 'style name:': ' 1240 Joules'}",classic henry,"This surge protector requires users to remove an electrical outlets faceplate if they want to secure the protector to the wall. The surge protector, however, is too small to cover the entire hole the removed faceplate leaves.

At that point users have to choose between an exposed hole in their wall with a secured surge protector or an unsecured surge protector with the faceplate covering the hole behind it.

Either way, this product forces a choice with major downsides. Buyers would be better off finding another surge protector with smarter design.",Forces users to choose between two undesirable options,1514419200.0
4,,True,2017-09-06,A21HTR9NZIX6OI,B0000668YX,"{'Size:': ' 6-Outlet', 'style name:': ' 1240 Joules'}",smart-shopper,"Got these for two wifi smart garage door openers that have sensitive electronics and surge protector was recommended by the manufacturer. Since these go in the ceiling, I was happy to see a screw that secures it to the double outlet. I don't have to worry about this fallout down. I have no idea how effective the surge protector will be until we get a hit.  Belkin has a good reputation, though, and warrantees up to $50,000 damagewith each protector.  Well, I hope I won't have to find out if they will stand behind their products!",Using these to protect smart garage door openers,1504656000.0
3,,True,2017-08-27,A1VBZCPJDUL2LI,B0000668YX,"{'Size:': ' Single Outlet', 'style name:': ' 885 Joules'}",Coldbrew,"Bought two of these to protect electronics and because of the supposed $50,000 property guarantee. Won't know for sure if they work until a power surge occurs, I do know that the guarantee is not worth the paper it is printed on. There are so many loopholes and conditions that it will be almost impossible to meet the requirements for reimbursement. Things like the original sales receipt of your products, shipping the item at your expense for examination, receiving the lower of original cost or current value, reimbursement amount lowered by any insurance proceeds received, filing within 15 days of the surge event, etc. I give this product 4 stars for the functionality and 1 star for the guarantee.","But it for the surge protection, not the $50,000 reimbursement",1503792000.0
5,,True,2017-08-01,ATPAC42Q5BI4F,B0000668YX,"{'Size:': ' Single Outlet', 'style name:': ' 885 Joules'}",tallahasseelass,"I just needed a single item protected, an adjustable bed, so this has been perfect.  Performs really well and has protected the bed as electrical storms wreak havoc, power failures, etc.  The warranty for the bed said without a surge protector, any electrical failure would not be covered.  Inexpensive means to protect a thousand dollar item.",Works great for single plug protection,1501545600.0
5,2.0,True,2017-06-08,A32VILM2SDWRZ1,B0000668YX,"{'Size:': ' 6-Outlet', 'style name:': ' 900 Joules'}",Gone Fishing,"So far so good. Unable to secure it with the supplied screw due to the type of grounded outlets on my wall but seems to be fine just plugged in.
Running my computer battery back up and a twelve outlet power strip off it and hasn't tripped yet. I was having problems with ""brown outs"" and my computer shutting down but everything is working fine so far!",Works fine!,1496880000.0
5,,True,2017-03-14,A15EBAHFKZ8U9S,B0000668YX,"{'Size:': ' 6-Outlet', 'style name:': ' 1240 Joules'}",orchard1988,"This Belkin 6-Outlet Surge Protector can handle all the devices that I can plug into it, and assures me that my devices will be safe in a power surge, etc.  Well worth the $11, so I purchased two more for other devices in other parts of the house.  Perfect!  Highly recommended!",Great Outlet Surge Protector!,1489449600.0
5,2.0,True,2017-03-08,A3S1IB5LQYHQ96,B0000668YX,"{'Size:': ' 6-Outlet', 'style name:': ' 1240 Joules'}",Taylor,"<div id=""video-block-R19DUCK6P4A07F"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/A16g-xRMd%2BS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/91KJ60uBSnS.png"" class=""video-slate-img-url"">&nbsp;I had a dual-outlet in my basement and one in my outdoor (enclosed) sun room patio whatever that were almost pure rust. You plug something in and with any effort it'll slide right back out. Pretty sure the sun room one had things living in it. Well, I remove the plastic outlet cover, and the metal one from the sun room one, and screw one of these into each. Now I have 6 secure outlets, no rust, and they're surge protected. Nice.",Pretty sure the sun room one had things living in ...,1488931200.0
5,,True,2017-02-28,A30CFDTNPE6H7N,B0000668YX,"{'Size:': ' 6-Outlet', 'style name:': ' 1240 Joules'}",Marvin Pflaum,"I have several Belkin products.  They, like this until, are well-built and perform reliably.  Purchased this unit for router and modem.  Advertised joule rating is 1045 but package says 1240.  Model number unchanged so it appears improvement has been made.  Clamping voltage is 500.  Some earlier reviews stated their unit was 400.  That would be a minus.  The outlet nearest my modem and router is a GFI outlet.  I did not remove the face plate.  Unit seems quite secure as is.  For less than $10, this is a great value.",Great Value,1488240000.0
5,,True,2017-02-19,A1CV2LALPOJC2T,B0000668YX,"{'Size:': ' 6-Outlet', 'style name:': ' 1240 Joules'}",Susie,"Recent power surge ruined expensive electronics in new washing machine. It was just out of warranty. This is easy to install, offers extra plugs if needed and hopefully will protect machine electronics.",Easy to plug in,1487462400.0
5,,True,2017-02-19,A3LHGZRGK7PBC0,B0000668YX,"{'Size:': ' 6-Outlet', 'style name:': ' 1240 Joules'}",Will,"Installed 2 of these one as a redundant solution to an existing one and another for a separate AV/TV room. I was able to remove the wall plate screw only leaving it in place and installing this over the plate, securing it and the plate together. Which makes it look more aesthetically right. I see no reason for this to affect its performance.

Something some may not like is that this has L.E.D. s indicating power, and ground. Not overly bright but some may find it distracting were the plug is visible. But assures you that its working.

Overall build quality feels about a 9/10 . I only worry that this type of plastic may turn color over time, which only time will tell.",Great addition to any Home,1487462400.0
5,,True,2017-01-25,A2PFAKJCN36FIY,B0000668YX,"{'Size:': ' 6-Outlet', 'Style:': ' 900 Joules'}",Joe Thomas,"Perfect for adding multiple outlets to a single outlet. Unlike some others, this one comes with the longer screw to secure it to the outlet. Just remove the existing screw from the trim plate, plug this in and tighten the new screw. I also like the LED lights which indicate that the surge protector is working. A little more piece of mind verses a standard 6-outlet adapter.",Perfect for adding multiple outlets to a single outlet,1485302400.0
5,,False,2016-10-20,A1T38624RUS4FK,B0000668YX,"{'Size:': ' 6-Outlet', 'style name:': ' 1240 Joules'}",boppy from fountain hill,"Now starting to use more of these units where i have electronic devices plugged.in.  The electronic controller on my direct vent thru the wall gas hot water heater failed because of a power surge. Fortunately for me, it was still under warranty & i didn't have to pay the $400 repair bill.  Now the gas water heater is plugged into one of these units It is now protected by one of these surge protectors.",Now my gas hot water is protected.,1476921600.0
5,,True,2016-10-09,A3U88DGK5I85EF,B0000668YX,"{'Size:': ' 6-Outlet', 'Style:': ' 900 Joules'}",Moondancer55,"Have not had the chance to use it yet. But my wife and I own a Larger version bought years ago. The old version which guaranteed our Equipment is Still operating today. Belkin has the Best Quality of Product to Protect all of your Electronic Device's out there. Be Smart. Buy Belkin. At least they Warranty what you plug in to it Guaranteed for as long as you own it. This one guaranteed up to $75,000.00 and I and my wife take Belkin at their word.",Belkin has the Best Quality of Product to Protect all of your Electronic ...,1475971200.0
5,,True,2016-10-09,A3BOGS3N433YJV,B0000668YX,"{'Size:': ' 6-Outlet', 'Style:': ' 900 Joules'}",LoneJohnny5,"Easy installation and the lights say it's working. It'd take a test lab to prove the surge protection works, but with the warranty they'd be stupid if it didn't. Besides, it's really not that much more than a simple outlet expander, and it stays attached to the wall when you unplug things. I'll buy again if the need arises.",6 outlets instead of 2 with a bit of safety,1475971200.0
5,,True,2016-08-26,A39INIWB0FS6ML,B0000668YX,"{'Size:': ' 6-Outlet', 'style name:': ' 1240 Joules'}",jt90505,"Very happy with purchase.  What I really like is that this screws into the outlet vs. just plugging in to a socket.  It is securely attached to the wall, gives me the number of outlets I need, with the benefit of surge protection.

No negatives.","Extra outlets, securely attaches, surge protection...just buy it",1472169600.0
5,,True,2016-08-25,AT2G8DSXGAY3D,B0000668YX,"{'Size:': ' 6-Outlet', 'style name:': ' 1240 Joules'}",MG,"Works very well and expands the 2 outlet wall receiver to six very easily and mounts securely. Saved my coffee maker from being zapped. Once it is tripped it is no good, so you get one surge and then have to dispose of it.",Secure mount and works great.,1472083200.0
2,,True,2016-08-21,A1TN0SJKKV80VE,B0000668YX,"{'Size:': ' 6-Outlet', 'style name:': ' 1240 Joules'}",Librax2,This unit will not cover the wall hole that has been cut for a two outlet plug.  It leaves a significant gap which I found unsightly.  I also have read that Belkin does not honor their warranties on products.,This unit will not cover the wall hole that has ...,1471737600.0
4,,False,2016-08-09,A2DAX9YH4EVXB0,B0000668YX,"{'Size:': ' 6-Outlet', 'style name:': ' 1240 Joules'}",benjamin bannister,"This surge protector is a great way to add more outlets to your wall.

There are two lights at the top, left light is green to show it's protected, the right is amber to show that it's grounded. Both of these should be lit. The bottom offers protection for your phone lines, but what's a phone, right?

Once the protected light goes out, that means this did its job of protecting your electronics from a surge, and you should get a new one (like a light bulb that goes out). Belkin offers some good warranties for their products, so look up if your Belkin protectors qualify for a replacement. Recommended.

 NOTE 
This is made for a certain type of outletthe ones with two outlets. Because the back of this thing has a plastic knob (to go into the second outlet), you cannot stick this into one that has only one outlet. I took a star off for this minor annoyance. At least they've updated their product photos to show the back so can see what you're buying.",Add More Outlets To Your Wall,1470700800.0
5,,True,2016-02-20,AJQKH6A1Z5UYC,B0000668YX,"{'Size:': ' 6-Outlet', 'style name:': ' 1240 Joules'}",mikan juice,"I have purchased this to protect my air filter and lamp, while allowing me to charge my 3DS, Vita, and phone at the same time!
If we have a surge, hopefully this will protect me from not only frying my handheld consoles, but losing hundreds of hours of save data!!
Luckily, I have not experienced any surges, so I cannot vouch for its effectiveness against the surge. But its good to have a peace of mind.
At the very least, it expands 2 outlets into 6 outlets, so its great!",Handy insurance policy!,1455926400.0
3,,True,2016-01-26,A3G2VL4OPHLEMV,B0000668YX,"{'Size:': ' 6-Outlet', 'style name:': ' 1240 Joules'}",Corey,"Just a multi-tap to me.  I wouldn't count on it to do any real protecting and I don't suggest you do either.  The best, most secure way to protect your electronics is to have a real surge protector installed at your breaker.","The best, most secure way to protect your electronics is ...",1453766400.0
5,,True,2016-11-08,A2S7QK8I78V5AL,B000066R6M,,A. Nony Moose,"The radio is working as expected.  Easy to navigate the buttons, power button and volume wheel are easily accessible on top, reception for my fm classical station, KUSC, 91.5, is great.  I chose this radio over others because the belt clip is secure, and because I can carry extra batteries with me on my long afternoon walks in case the batteries run out.  There is some appeal for the type of radio that one recharges if you listen while doing yard work or taking short walks, but I take long walks so I didn't want to run out of charge.  So far so good.","Very secure belt clip, unlike others",1478563200.0
4,2.0,True,2018-03-10,A2EU5DP1ZPYA9A,B000067O5H,"{'Size:': ' 15.6"" Widscreen (16:9 Aspect Ratio)', 'Color:': ' Black'}",A. Pack,"It's good, but not great.

I have a 14"" HP Elitebook 840 G3. Decided to go with the known brand name over the Akamai privacy filter, also sold on Amazon for a couple dollars less. I went with the 15.6"" black filter because I wanted the filter to extend past the actual display area onto the black bezel area. I did have to trim it about 17mm, but it is now a perfect fit. Fortunately, we have a nice paper cutter/guillotine, so it was very easy to do.

What's in the package (see picture)
It has the filter, 6 adhesive strips, slide mount tabs, and instructions. The instructions say to clean your display with the enclosed lint-free cloth, but there was no cloth included in my package (the packaging does not mention a cloth, to be fair). The package says the dimensions are 194mm x 345mm. I measured 192mm x 352mm. Slightly off, but not significantly so.

Note that my filter has a curved notch offset of center on one of the long sides of the filter, whereas the product image shows a sharper notch in the very center of the long side. Not that it makes a difference in functionality, necessarily, but something to note.

What I like:
The filter does what it says - it filters the picture for those trying to look at the screen from an angle to the side. I positioned myself at about where I would expect a fellow passenger on a plane to be sitting next to me and I could see hardly anything. Only if I intentionally moved closer to get a better angle could I see, and that would be quite conspicuous.

I used the adhesive strips so it would stick to my flat display. I did not use the slide mount tabs. It is a VERY clean look and almost looks as if there is no privacy filter even attached. Big positive. Those slide mount tabs are so unsightly and this looks really nice.

Installation was very straightforward. As I mentioned, I used the adhesive strips, not the tabs. Mounting instructions are very clear. It went on easily and sits right on the display with no bubbles.

The touchscreen actually works just fine. I don't need to use any additional pressure, so that's a positive. My advice? Get the largest one for your application and trim if necessary. That's a better situation than getting one that ostensibly ""fits"" but is then too small to use the adhesive strips, for example.

My display is already glossy, so I kept that look. The matte was too dim for me.

What I don't like:
Main thing is that the filter, whichever side it is one, reduces visual clarity and brightness, even from straight ahead. None of the images or text are as sharp as they are without the filter. Even with brightness cranked up all the way, it is probably about 70-80% of full bright with the filter in place. I assume it's due to the ""louvers"" they have in place to create the filters. This is, in my opinion the primary drawback of this item. I'll have to see how annoying it is over time, but must be noted.

A trade-off to having used the adhesive strips vs. the tabs is that this is less removable. What I mean is that the instructions say you can remove and replace, but it's clearly not intended to be removed every time you use your laptop. This means that it will be more annoying if I am watching a video or doing something requiring greater clarity or brightness to remove and replace with the adhesive tabs, so it will likely just stay on and I'll live with the reduced visual clarity.

The other thing I'm concerned about is where the pointer stick is. I already know it leaves a little mark on my display when I close my lid, even without the filter. I have confirmed it does the same with filter in place. The one thing I don't know is if it will cause a permanent indentation in the filter, or just a mark that can be wiped away. We'll see.

Note that I do not get the vertiical lines that some people say they get.

Overall, I like it, but be aware that it won't be as sharp and bright as without.

EDIT: I've tried pulling off the filter which was attached with the adhesive strips and it came off pretty easily. I was able to attach it and it seems pretty secure. I wouldn't want to do this too frequently as it might collect dust or lose adhesion if the display is unclean, but it seems to work once in a while.

UPDATED 04.16.2018
After living with this for a month and over several business trips (including one overseas), I am pleased with the product. I've had colleagues sitting next to me telling me they couldn't see what was on my screen unless they were pretty much over my shoulder. It hasn't taken on any damage (i.e., creases, dents, scratches) from the frequent opening/closing of the display so far - it is early yet! Any marks from the keyboard and pointer stick are easily wiped away.

The reduced clarity and brightness still annoy me at times, but reducing the brightness is actually an unexpected benefit when working on a plane with dimmed cabin lights. But the other 95% of the time, I wish it were a little brighter.

A month in, I'm glad I bought this and, on balance, I would still recommend it.","Does the job, slight loss of clarity and brightness",1520640000.0
5,,True,2016-05-23,A2PXYRCOOX7S8J,B000067O6L,"{'Color:': ' Black', 'Style:': ' 20""  Widescreen (16:9 Aspect Ratio)'}",Amazon Customer,"Fit my HP monitor exactly. Have tried other filters. This one is far better and so far the included tape is holding securely.
Only complaint is that the tape is slightly visible through the screen but can be ignored.",Perfect fit. Provides privacy.,1463961600.0
5,,True,2016-05-17,A761AFI1I4FXB,B000067O6L,"{'Color:': ' Black', 'Style:': ' 23""  Widescreen (16:9 Aspect Ratio)'}",Amazon Customer,"LOVE how effective & useful this is.  It not only does a great job to ensure privacy of delicate information, but it's also great for my eyes & easing eye fatigue since I work on the computer for so many hours a day.",Looove & Would Buy Again,1463443200.0
4,,True,2017-07-26,A38RL076R57ZX6,B000067RTB,"{'Size:': ' 1 Foot/ 0.30 Meters', 'Color:': ' Black'}",Richard R3,"Very good quality cable, perfect fit for a network patch from my UPS to workstation. It works perfectly and is a good fit if you need a small network patch. But remember one foot it smaller than it seems so measure first to insure that this size is a good fit.","High quaility cable, perfect patch cable",1501027200.0
3,,False,2016-08-16,A2MT62TBCIGWHV,B000067RM9,"{'Size:': ' 5-Foot', 'Color:': ' Blue'}",Zoe,"It does what I needed it to do. However, the product is NOT as shown. The cable doesn't have that nice secure attachment to the plastic end clip bit or the ""wings"" (sorry, I don't know the technical terms). Instead, the cord is just shoved in to the plastic and it looks like a good tug would pull the wires out. Unfortunately, I did need the cord right away (my cat had chewed through my old cord), so I didn't have time to return it and ask for the advertised product...

Also, just in case the color really matters to you: the cord I got was light blue, not purple as in the picture.",Not what's shown in the picture,1471305600.0
5,,True,2016-01-05,AFDWYB0PVXJB9,B000067RM9,"{'Size:': ' 10-Foot', 'Color:': ' Blue'}",Super Star,"We needed to upgrade your network with a CAT6 Snagless Networking Cable from Belkin and enjoy clean, clear transmissions. Now you can replace CAT5 cables that don't support 100Base-T or gigabit Ethernet and improve the return loss in your current network by 40 percent. Engineered with 50-micron, gold-plated connectors to ensure clear transmissions and snagless molds to protect the RJ45 tab from damage during installation, this cable meets the performance requirements of Category 6.

The cable works well, maintains high speeds, the blue color is great and the length is perfect.

A must for every home or office.",Belkin is the way to go!,1451952000.0
5,,True,2016-05-23,A2PXYRCOOX7S8J,B000067O6B,,Amazon Customer,"Fit my HP monitor exactly. Have tried other filters. This one is far better and so far the included tape is holding securely.
Only complaint is that the tape is slightly visible through the screen but can be ignored.",Perfect fit. Provides privacy.,1463961600.0
